startdate,starttime,cad_eventtype_code,cad_eventtype,lat,lng,neighborhood
05/24/15 12:00 PM,05:20:31 PM,MISC, MISCELLANEOUS CALLS ,42.318183,-71.106888,JamaicaPlain
05/20/15 08:00 AM,07:10:04 AM,UNKEMS, UNABLE TO DETERMINE IF CONS/MOVING (E) (F) (P) ,42.318231,-71.10433,JamaicaPlain
03/13/15 12:00 PM,08:17:25 PM,CD11, Warrant Service ,42.318245,-71.061994,Dorchester
05/16/15 04:00 AM,09:31:24 AM,IVPER, INVESTIGATE PERSON,42.318279,-71.057278,Dorchester
05/16/15 04:00 AM,11:08:20 PM,MVA, MOTOR VEHICLE ACCIDENT,42.318279,-71.057278,Dorchester
05/16/15 04:00 AM,11:27:30 PM,IVPER, INVESTIGATE PERSON,42.318279,-71.057278,Dorchester
05/16/15 04:00 AM,11:28:42 PM,IVPER, INVESTIGATE PERSON,42.318279,-71.057278,Dorchester
05/07/15 08:00 PM,11:58:53 AM,CD11, Warrant Service ,42.318288,-71.074623,Roxbury
03/05/15 04:00 AM,09:36:31 PM,ABAN, ABANDONED CALL(P) ,42.318291,-71.07964,Roxbury
05/24/15 12:00 PM,02:51:09 AM,ABAN, ABANDONED CALL(P) ,42.318406,-71.108981,JamaicaPlain
05/12/15 12:00 AM,07:15:56 PM,ABAN, ABANDONED CALL(P) ,42.318454,-71.078034,Roxbury
05/24/15 12:00 PM,04:46:43 AM,CD11, Warrant Service ,42.318454,-71.078034,Roxbury
05/28/15 04:00 PM,11:41:31 AM,TS, TRAFFIC STOP,42.318454,-71.078034,Roxbury
05/28/15 04:00 PM,11:41:46 AM,TS, TRAFFIC STOP,42.318454,-71.078034,Roxbury
05/07/15 08:00 PM,02:07:34 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.318487,-71.072823,Roxbury
05/12/15 12:00 AM,11:04:27 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.318487,-71.072823,Roxbury
05/24/15 12:00 PM,11:42:17 PM,IVPER, INVESTIGATE PERSON,42.318487,-71.072823,Roxbury
03/05/15 04:00 AM,01:43:23 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.318487,-71.072823,Roxbury
05/28/15 04:00 PM,04:08:31 PM,FO, OTHER TYPE FIRE ,42.318533,-71.082368,Roxbury
05/12/15 12:00 AM,10:00:10 PM,UNK, UNKNOWN PROBLEM ,42.318665,-71.097711,Roxbury
05/24/15 12:00 PM,02:58:13 AM,IVPER, INVESTIGATE PERSON,42.318673,-71.041556,Dorchester
05/24/15 12:00 PM,03:36:02 AM,INVEST, INVESTIGATION ,42.318673,-71.041556,Dorchester
05/28/15 04:00 PM,02:14:35 AM,IVPER, INVESTIGATE PERSON,42.318673,-71.041556,Dorchester
05/28/15 04:00 PM,05:37:05 AM,IVPER, INVESTIGATE PERSON,42.318673,-71.041556,Dorchester
03/05/15 04:00 AM,05:34:05 PM,ABAN, ABANDONED CALL(P) ,42.318673,-71.041556,Dorchester
03/09/15 08:00 AM,10:28:39 AM,IVPREM, INVESTIGATE PREMISE ,42.318674,-71.087225,Roxbury
05/07/15 08:00 PM,10:10:23 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.318676,-71.114218,JamaicaPlain
05/12/15 12:00 AM,02:27:08 PM,ABAN, ABANDONED CALL(P) ,42.318683,-71.04843,Dorchester
03/13/15 12:00 PM,10:19:03 AM,MISC, MISCELLANEOUS CALLS ,42.318683,-71.04843,Dorchester
03/09/15 08:00 AM,02:27:54 PM,MISC, MISCELLANEOUS CALLS ,42.318694,-71.098636,JamaicaPlain
05/07/15 08:00 PM,01:00:53 PM,MISC, MISCELLANEOUS CALLS ,42.318744,-71.092247,Roxbury
05/07/15 08:00 PM,08:17:27 PM,ABAN, ABANDONED CALL(P) ,42.318744,-71.092247,Roxbury
05/07/15 08:00 PM,11:33:24 AM,MISC, MISCELLANEOUS CALLS ,42.318744,-71.092247,Roxbury
05/07/15 08:00 PM,11:33:54 PM,MISC, MISCELLANEOUS CALLS ,42.318744,-71.092247,Roxbury
05/12/15 12:00 AM,01:12:22 PM,MISC, MISCELLANEOUS CALLS ,42.318744,-71.092247,Roxbury
05/12/15 12:00 AM,03:50:33 PM,MISC, MISCELLANEOUS CALLS ,42.318744,-71.092247,Roxbury
05/12/15 12:00 AM,04:56:16 PM,ABAN, ABANDONED CALL(P) ,42.318744,-71.092247,Roxbury
05/16/15 04:00 AM,02:53:47 PM,ABAN, ABANDONED CALL(P) ,42.318744,-71.092247,Roxbury
05/16/15 04:00 AM,04:27:07 AM,MISC, MISCELLANEOUS CALLS ,42.318744,-71.092247,Roxbury
05/16/15 04:00 AM,06:12:09 AM,ABAN, ABANDONED CALL(P) ,42.318744,-71.092247,Roxbury
05/28/15 04:00 PM,03:19:35 AM,ABAN, ABANDONED CALL(P) ,42.318744,-71.092247,Roxbury
03/09/15 08:00 AM,01:19:38 PM,ABAN, ABANDONED CALL(P) ,42.318744,-71.092247,Roxbury
03/09/15 08:00 AM,02:12:34 AM,ABAN, ABANDONED CALL(P) ,42.318744,-71.092247,Roxbury
03/09/15 08:00 AM,05:28:39 PM,MISC, MISCELLANEOUS CALLS ,42.318744,-71.092247,Roxbury
03/09/15 08:00 AM,06:58:10 AM,ABAN, ABANDONED CALL(P) ,42.318744,-71.092247,Roxbury
03/09/15 08:00 AM,08:44:42 AM,ABAN, ABANDONED CALL(P) ,42.318744,-71.092247,Roxbury
03/09/15 08:00 AM,09:14:39 AM,MISC, MISCELLANEOUS CALLS ,42.318744,-71.092247,Roxbury
03/09/15 08:00 AM,12:44:38 AM,ABAN, ABANDONED CALL(P) ,42.318744,-71.092247,Roxbury
03/13/15 12:00 PM,11:02:26 PM,ABAN, ABANDONED CALL(P) ,42.318744,-71.092247,Roxbury
05/07/15 08:00 PM,06:54:19 PM,ABAN, ABANDONED CALL(P) ,42.318745,-71.077099,Roxbury
05/16/15 04:00 AM,10:11:16 PM,ALARM, ALARM,42.318775,-71.068127,Dorchester
03/09/15 08:00 AM,06:20:13 AM,ALARM, ALARM,42.318775,-71.068127,Dorchester
03/09/15 08:00 AM,05:36:03 PM,MISC, MISCELLANEOUS CALLS ,42.318798,-71.071638,Roxbury
05/20/15 08:00 AM,05:21:31 PM,ABAN, ABANDONED CALL(P) ,42.318834,-71.095554,Roxbury
03/05/15 04:00 AM,08:24:35 PM,AB, ASSAULT AND BATTERY ,42.318845,-71.101931,JamaicaPlain
05/07/15 08:00 PM,12:07:02 AM,FIGHT, FIGHT,42.318908,-71.077944,Roxbury
05/07/15 08:00 PM,12:40:32 AM,DISTRB, DISTURBANCE ,42.318908,-71.077944,Roxbury
05/20/15 08:00 AM,12:13:13 AM,ALARM, ALARM,42.318908,-71.077944,Roxbury
05/24/15 12:00 PM,06:00:06 AM,ALARM, ALARM,42.318908,-71.077944,Roxbury
05/24/15 12:00 PM,07:30:03 AM,MVA, MOTOR VEHICLE ACCIDENT,42.318908,-71.077944,Roxbury
03/05/15 04:00 AM,08:14:24 PM,LOCKOUT, LOCKOUT LOCKIN,42.318914,-71.096774,Roxbury
05/16/15 04:00 AM,04:46:55 PM,MVA, MOTOR VEHICLE ACCIDENT,42.319024,-71.045007,Dorchester
05/16/15 04:00 AM,09:23:50 PM,ABAN, ABANDONED CALL(P) ,42.319024,-71.045007,Dorchester
05/28/15 04:00 PM,03:03:01 AM,DISTRB, DISTURBANCE ,42.319051,-71.055631,Dorchester
05/16/15 04:00 AM,08:19:32 AM,MISC, MISCELLANEOUS CALLS ,42.319067,-71.056155,Dorchester
05/16/15 04:00 AM,10:13:23 PM,BE, BREAKING AND ENTERING ,42.319067,-71.056155,Dorchester
05/07/15 08:00 PM,12:08:25 AM,FIGHT, FIGHT,42.319087,-71.077534,Roxbury
03/13/15 12:00 PM,10:22:36 PM,INVEST, INVESTIGATION ,42.319087,-71.077534,Roxbury
05/07/15 08:00 PM,11:37:38 AM,ALARM, ALARM,42.319109,-71.097466,Roxbury
05/20/15 08:00 AM,02:57:26 PM,INVEST, INVESTIGATION ,42.319109,-71.097466,Roxbury
05/24/15 12:00 PM,04:54:36 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.319259,-71.07563,Roxbury
05/24/15 12:00 PM,04:57:17 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.319259,-71.07563,Roxbury
03/09/15 08:00 AM,07:39:47 AM,MISC, MISCELLANEOUS CALLS ,42.319273,-71.059432,Dorchester
03/05/15 04:00 AM,07:50:12 PM,MVA, MOTOR VEHICLE ACCIDENT,42.319368,-71.06246,Dorchester
05/07/15 08:00 PM,07:57:43 AM,ABAN, ABANDONED CALL(P) ,42.319389,-71.057196,Dorchester
03/05/15 04:00 AM,08:21:32 PM,ALARM, ALARM,42.319389,-71.057196,Dorchester
03/13/15 12:00 PM,02:09:27 AM,IVPER, INVESTIGATE PERSON,42.319389,-71.057196,Dorchester
05/28/15 04:00 PM,08:50:21 AM,ABAN, ABANDONED CALL(P) ,42.319391,-71.080996,Roxbury
05/07/15 08:00 PM,12:17:32 AM,BE, BREAKING AND ENTERING ,42.319466,-71.111167,JamaicaPlain
05/07/15 08:00 PM,12:41:33 AM,MISC, MISCELLANEOUS CALLS ,42.319466,-71.111167,JamaicaPlain
05/16/15 04:00 AM,01:42:42 AM,ABAN, ABANDONED CALL(P) ,42.319602,-71.056519,Dorchester
05/24/15 12:00 PM,04:16:27 PM,ABAN, ABANDONED CALL(P) ,42.319602,-71.056519,Dorchester
05/28/15 04:00 PM,02:42:59 PM,MISC, MISCELLANEOUS CALLS ,42.319602,-71.056519,Dorchester
05/28/15 04:00 PM,11:01:27 PM,ABAN, ABANDONED CALL(P) ,42.319602,-71.056519,Dorchester
05/12/15 12:00 AM,12:32:13 AM,DISTRB, DISTURBANCE ,42.319675,-71.074283,Roxbury
03/05/15 04:00 AM,09:26:07 PM,MVA, MOTOR VEHICLE ACCIDENT,42.319675,-71.074283,Roxbury
03/13/15 12:00 PM,07:38:46 PM,ABAN, ABANDONED CALL(P) ,42.319771,-71.066374,Other
05/28/15 04:00 PM,02:26:20 PM,ARREST, ARREST REPORT ,42.319798,-71.078029,Roxbury
05/28/15 04:00 PM,02:26:20 PM,ROBBERY, ROBBERY,42.319798,-71.078029,Roxbury
05/28/15 04:00 PM,02:26:20 PM,VAND, VANDALISM ,42.319798,-71.078029,Roxbury
03/13/15 12:00 PM,03:44:35 PM,INVEST, INVESTIGATION ,42.319798,-71.078029,Roxbury
05/16/15 04:00 AM,11:18:27 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.319885,-71.06116,Dorchester
05/28/15 04:00 PM,04:46:44 PM,IVPER, INVESTIGATE PERSON,42.319948,-71.056527,Dorchester
05/28/15 04:00 PM,04:46:44 PM,MISC, MISCELLANEOUS CALLS ,42.319948,-71.056527,Dorchester
05/20/15 08:00 AM,11:36:14 PM,ARREST, ARREST REPORT ,42.320004,-71.053891,Dorchester
05/24/15 12:00 PM,12:37:22 AM,LARCENY, LARCENY,42.320004,-71.053891,Dorchester
03/13/15 12:00 PM,11:06:21 AM,IVPER, INVESTIGATE PERSON,42.320104,-71.074872,Roxbury
05/07/15 08:00 PM,12:16:31 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.320107,-71.073313,Roxbury
05/24/15 12:00 PM,10:32:31 AM,MVA, MOTOR VEHICLE ACCIDENT,42.320107,-71.073313,Roxbury
05/07/15 08:00 PM,02:30:51 PM,MVA, MOTOR VEHICLE ACCIDENT,42.320155,-71.079826,Roxbury
05/12/15 12:00 AM,09:04:33 PM,IVPER, INVESTIGATE PERSON,42.320155,-71.079826,Roxbury
05/16/15 04:00 AM,05:28:53 PM,MVA, MOTOR VEHICLE ACCIDENT,42.320155,-71.079826,Roxbury
05/16/15 04:00 AM,08:23:51 PM,ABAN, ABANDONED CALL(P) ,42.320155,-71.079826,Roxbury
05/16/15 04:00 AM,11:16:12 AM,ABAN, ABANDONED CALL(P) ,42.320155,-71.079826,Roxbury
05/20/15 08:00 AM,02:03:50 AM,ABAN, ABANDONED CALL(P) ,42.320155,-71.079826,Roxbury
05/20/15 08:00 AM,11:43:26 AM,ABAN, ABANDONED CALL(P) ,42.320155,-71.079826,Roxbury
05/24/15 12:00 PM,01:06:59 PM,MISC, MISCELLANEOUS CALLS ,42.320155,-71.079826,Roxbury
05/24/15 12:00 PM,08:22:16 PM,IVPER, INVESTIGATE PERSON,42.320155,-71.079826,Roxbury
05/28/15 04:00 PM,02:58:25 PM,IVPER, INVESTIGATE PERSON,42.320155,-71.079826,Roxbury
05/28/15 04:00 PM,12:31:09 AM,IVPER, INVESTIGATE PERSON,42.320155,-71.079826,Roxbury
03/05/15 04:00 AM,03:07:39 PM,MISC, MISCELLANEOUS CALLS ,42.320155,-71.079826,Roxbury
03/09/15 08:00 AM,03:28:01 PM,ABAN, ABANDONED CALL(P) ,42.320155,-71.079826,Roxbury
03/09/15 08:00 AM,06:42:15 AM,ABAN, ABANDONED CALL(P) ,42.320155,-71.079826,Roxbury
03/09/15 08:00 AM,12:40:00 AM,ABAN, ABANDONED CALL(P) ,42.320155,-71.079826,Roxbury
03/13/15 12:00 PM,10:28:57 PM,MISC, MISCELLANEOUS CALLS ,42.320155,-71.079826,Roxbury
05/07/15 08:00 PM,04:54:31 AM,MVA, MOTOR VEHICLE ACCIDENT,42.320165,-71.055214,Dorchester
05/07/15 08:00 PM,09:36:05 AM,MVA, MOTOR VEHICLE ACCIDENT,42.320165,-71.055214,Dorchester
05/07/15 08:00 PM,12:47:24 AM,CD11, Warrant Service ,42.320344,-71.071082,Roxbury
03/05/15 04:00 AM,04:27:56 PM,VAND, VANDALISM ,42.320344,-71.071082,Roxbury
05/07/15 08:00 PM,11:35:53 AM,IVPER, INVESTIGATE PERSON,42.320347,-71.082165,Roxbury
05/24/15 12:00 PM,08:23:04 PM,DISTRB, DISTURBANCE ,42.320347,-71.082165,Roxbury
05/28/15 04:00 PM,05:39:32 PM,FIGHT, FIGHT,42.320347,-71.082165,Roxbury
05/28/15 04:00 PM,09:48:49 PM,INVEST, INVESTIGATION ,42.320347,-71.082165,Roxbury
03/09/15 08:00 AM,12:40:03 AM,DISTRB, DISTURBANCE ,42.320347,-71.082165,Roxbury
03/05/15 04:00 AM,01:28:30 PM,IVPER, INVESTIGATE PERSON,42.320436,-71.070741,Roxbury
03/13/15 12:00 PM,01:36:02 PM,ALARM, ALARM,42.320438,-71.056429,Dorchester
05/07/15 08:00 PM,03:44:58 PM,IVPER, INVESTIGATE PERSON,42.320502,-71.103627,JamaicaPlain
05/07/15 08:00 PM,11:32:36 AM,IVPER, INVESTIGATE PERSON,42.320522,-71.05546,Dorchester
05/20/15 08:00 AM,12:34:20 AM,REQP, Request BPD Response,42.320531,-71.058011,Dorchester
03/09/15 08:00 AM,01:45:02 PM,MVA, MOTOR VEHICLE ACCIDENT,42.320531,-71.058011,Dorchester
03/13/15 12:00 PM,01:23:19 PM,DISTRB, DISTURBANCE ,42.320531,-71.058011,Dorchester
05/07/15 08:00 PM,05:11:17 PM,CD24, 209A Service,42.320573,-71.043633,Dorchester
05/16/15 04:00 AM,12:23:26 AM,IVPER, INVESTIGATE PERSON,42.320625,-71.061024,Dorchester
05/07/15 08:00 PM,08:09:42 PM,MISC, MISCELLANEOUS CALLS ,42.320809,-71.085656,Roxbury
05/24/15 12:00 PM,10:19:12 AM,IVPER, INVESTIGATE PERSON,42.320809,-71.085656,Roxbury
05/24/15 12:00 PM,12:25:02 AM,ABAN, ABANDONED CALL(P) ,42.320813,-71.079434,Roxbury
05/28/15 04:00 PM,01:45:08 PM,IVPER, INVESTIGATE PERSON,42.320813,-71.079434,Roxbury
05/28/15 04:00 PM,01:45:08 PM,LARCENY, LARCENY,42.320813,-71.079434,Roxbury
05/12/15 12:00 AM,09:06:03 PM,VAND, VANDALISM ,42.320892,-71.064874,Dorchester
05/20/15 08:00 AM,02:34:37 AM,IVPER, INVESTIGATE PERSON,42.320892,-71.064874,Dorchester
03/05/15 04:00 AM,11:11:30 PM,ABAN, ABANDONED CALL(P) ,42.320899,-71.084999,Roxbury
05/28/15 04:00 PM,09:40:38 PM,PROP, PROPERTY,42.320968,-71.091286,Roxbury
03/09/15 08:00 AM,11:07:53 AM,IVPER, INVESTIGATE PERSON,42.321199,-71.076219,Roxbury
05/28/15 04:00 PM,03:22:08 AM,ABAN, ABANDONED CALL(P) ,42.321235,-71.077701,Roxbury
05/28/15 04:00 PM,04:25:53 PM,ABAN, ABANDONED CALL(P) ,42.321235,-71.077701,Roxbury
05/28/15 04:00 PM,04:44:03 PM,ABAN, ABANDONED CALL(P) ,42.321235,-71.077701,Roxbury
03/05/15 04:00 AM,05:21:14 AM,ABAN, ABANDONED CALL(P) ,42.321235,-71.077701,Roxbury
03/05/15 04:00 AM,11:22:21 PM,ABAN, ABANDONED CALL(P) ,42.321235,-71.077701,Roxbury
05/20/15 08:00 AM,12:51:11 AM,MISC, MISCELLANEOUS CALLS ,42.321252,-71.045661,Dorchester
03/13/15 12:00 PM,06:45:33 PM,INVEST, INVESTIGATION ,42.321271,-71.097787,Roxbury
05/12/15 12:00 AM,06:03:12 AM,ALARM, ALARM,42.321343,-71.04773,Dorchester
05/12/15 12:00 AM,08:03:09 PM,ABAN, ABANDONED CALL(P) ,42.321343,-71.04773,Dorchester
05/12/15 12:00 AM,08:30:12 AM,MISC, MISCELLANEOUS CALLS ,42.321343,-71.04773,Dorchester
05/12/15 12:00 AM,08:31:33 PM,ABAN, ABANDONED CALL(P) ,42.321343,-71.04773,Dorchester
05/12/15 12:00 AM,08:34:57 AM,ABAN, ABANDONED CALL(P) ,42.321343,-71.04773,Dorchester
05/16/15 04:00 AM,12:29:21 AM,ABAN, ABANDONED CALL(P) ,42.321343,-71.04773,Dorchester
05/28/15 04:00 PM,08:36:34 PM,MISC, MISCELLANEOUS CALLS ,42.321343,-71.04773,Dorchester
03/09/15 08:00 AM,05:50:42 AM,ABAN, ABANDONED CALL(P) ,42.321343,-71.04773,Dorchester
05/07/15 08:00 PM,10:20:38 PM,UNCONS, UNCONSCIOUS PERSON (E) (F) (P) ,42.321541,-71.085032,Roxbury
05/07/15 08:00 PM,08:25:30 PM,IVPER, INVESTIGATE PERSON,42.321724,-71.078386,Roxbury
05/07/15 08:00 PM,08:25:30 PM,IVPREM, INVESTIGATE PREMISE ,42.321724,-71.078386,Roxbury
05/07/15 08:00 PM,10:46:32 AM,ABAN, ABANDONED CALL(P) ,42.321727,-71.060777,Dorchester
05/12/15 12:00 AM,01:55:22 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.321776,-71.105838,JamaicaPlain
05/12/15 12:00 AM,07:59:31 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.321776,-71.105838,JamaicaPlain
05/12/15 12:00 AM,10:47:08 AM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.321776,-71.105838,JamaicaPlain
05/07/15 08:00 PM,10:08:27 AM,ABAN, ABANDONED CALL(P) ,42.321843,-71.116367,JamaicaPlain
05/16/15 04:00 AM,03:11:16 PM,ABAN, ABANDONED CALL(P) ,42.321843,-71.116367,JamaicaPlain
03/05/15 04:00 AM,12:29:53 AM,MISC, MISCELLANEOUS CALLS ,42.321843,-71.116367,JamaicaPlain
03/09/15 08:00 AM,02:39:36 PM,ABAN, ABANDONED CALL(P) ,42.321843,-71.116367,JamaicaPlain
03/13/15 12:00 PM,11:46:13 AM,PRIOR, PRIOR EVENT ,42.321843,-71.116367,JamaicaPlain
03/13/15 12:00 PM,12:45:37 AM,ALARM, ALARM,42.321843,-71.116367,JamaicaPlain
03/05/15 04:00 AM,02:17:59 AM,DISTRB, DISTURBANCE ,42.321924,-71.086797,Roxbury
03/13/15 12:00 PM,09:58:23 AM,BE, BREAKING AND ENTERING ,42.321992,-71.0667,Dorchester
05/16/15 04:00 AM,06:09:43 PM,ABAN, ABANDONED CALL(P) ,42.322009,-71.081669,Roxbury
05/20/15 08:00 AM,05:54:35 PM,ABAN, ABANDONED CALL(P) ,42.322009,-71.081669,Roxbury
03/13/15 12:00 PM,07:24:30 PM,INVEST, INVESTIGATION ,42.322072,-71.078342,Roxbury
05/16/15 04:00 AM,03:40:08 PM,ABAN, ABANDONED CALL(P) ,42.322408,-71.112423,JamaicaPlain
05/16/15 04:00 AM,03:51:37 PM,ABAN, ABANDONED CALL(P) ,42.322408,-71.112423,JamaicaPlain
05/16/15 04:00 AM,03:59:52 PM,ABAN, ABANDONED CALL(P) ,42.322408,-71.112423,JamaicaPlain
05/16/15 04:00 AM,09:29:37 AM,ABAN, ABANDONED CALL(P) ,42.322408,-71.112423,JamaicaPlain
05/20/15 08:00 AM,11:33:57 AM,MISC, MISCELLANEOUS CALLS ,42.322408,-71.112423,JamaicaPlain
05/24/15 12:00 PM,10:39:29 PM,ABAN, ABANDONED CALL(P) ,42.322408,-71.112423,JamaicaPlain
05/28/15 04:00 PM,05:45:11 PM,ABAN, ABANDONED CALL(P) ,42.322408,-71.112423,JamaicaPlain
03/09/15 08:00 AM,08:14:43 PM,ABAN, ABANDONED CALL(P) ,42.322408,-71.112423,JamaicaPlain
03/13/15 12:00 PM,04:40:38 PM,MISC, MISCELLANEOUS CALLS ,42.322408,-71.112423,JamaicaPlain
05/12/15 12:00 AM,05:05:24 PM,MVA, MOTOR VEHICLE ACCIDENT,42.322425,-71.090163,Roxbury
05/12/15 12:00 AM,08:02:38 PM,IVPREM, INVESTIGATE PREMISE ,42.322425,-71.090163,Roxbury
05/07/15 08:00 PM,02:19:31 PM,IVMV, INVESTIGATE MOTOR VEHICLE ,42.322473,-71.081899,Roxbury
05/20/15 08:00 AM,12:37:14 AM,MISC, MISCELLANEOUS CALLS ,42.322473,-71.081899,Roxbury
05/28/15 04:00 PM,12:41:43 AM,REQP, Request BPD Response,42.322575,-71.086396,Roxbury
03/09/15 08:00 AM,02:02:24 PM,ABAN, ABANDONED CALL(P) ,42.322575,-71.086396,Roxbury
05/12/15 12:00 AM,03:05:08 AM,IVPREM, INVESTIGATE PREMISE ,42.322647,-71.108315,JamaicaPlain
05/28/15 04:00 PM,07:42:38 PM,DISTRB, DISTURBANCE ,42.322647,-71.108315,JamaicaPlain
05/20/15 08:00 AM,11:47:19 PM,INVEST, INVESTIGATION ,42.322673,-71.103543,JamaicaPlain
05/24/15 12:00 PM,01:47:34 PM,CD19, Walk and Talk ,42.322673,-71.103543,JamaicaPlain
05/24/15 12:00 PM,06:37:02 PM,CD19, Walk and Talk ,42.322673,-71.103543,JamaicaPlain
05/28/15 04:00 PM,05:21:31 PM,CD19, Walk and Talk ,42.322673,-71.103543,JamaicaPlain
03/13/15 12:00 PM,04:05:32 PM,ALARM, ALARM,42.322673,-71.103543,JamaicaPlain
03/13/15 12:00 PM,04:58:26 PM,CD19, Walk and Talk ,42.322673,-71.103543,JamaicaPlain
05/24/15 12:00 PM,10:39:15 PM,AB, ASSAULT AND BATTERY ,42.322705,-71.070136,Roxbury
05/24/15 12:00 PM,10:39:15 PM,ARREST, ARREST REPORT ,42.322705,-71.070136,Roxbury
03/09/15 08:00 AM,03:28:35 PM,MISC, MISCELLANEOUS CALLS ,42.322718,-71.073576,Roxbury
03/09/15 08:00 AM,11:33:04 AM,MISC, MISCELLANEOUS CALLS ,42.322751,-71.071946,Roxbury
05/28/15 04:00 PM,01:11:46 PM,MVA, MOTOR VEHICLE ACCIDENT,42.322886,-71.070405,Roxbury
03/05/15 04:00 AM,09:33:36 PM,UNCONS, UNCONSCIOUS PERSON (E) (F) (P) ,42.322886,-71.070405,Roxbury
05/16/15 04:00 AM,04:22:00 PM,ABAN, ABANDONED CALL(P) ,42.322981,-71.104208,JamaicaPlain
05/24/15 12:00 PM,05:44:38 PM,DISTRB, DISTURBANCE ,42.322981,-71.104208,JamaicaPlain
05/24/15 12:00 PM,11:16:19 PM,ALARM, ALARM,42.322981,-71.104208,JamaicaPlain
05/12/15 12:00 AM,10:36:11 AM,MISC, MISCELLANEOUS CALLS ,42.323016,-71.103877,JamaicaPlain
05/24/15 12:00 PM,12:44:22 AM,ALARM, ALARM,42.323016,-71.103877,JamaicaPlain
05/28/15 04:00 PM,01:24:02 PM,MVA, MOTOR VEHICLE ACCIDENT,42.323016,-71.103877,JamaicaPlain
03/05/15 04:00 AM,07:08:24 PM,ALARM, ALARM,42.323016,-71.103877,JamaicaPlain
03/09/15 08:00 AM,02:45:58 PM,MVA, MOTOR VEHICLE ACCIDENT,42.323035,-71.068285,Roxbury
03/09/15 08:00 AM,03:01:37 PM,REQP, Request BPD Response,42.323035,-71.068285,Roxbury
03/09/15 08:00 AM,08:38:17 PM,CD9, Station Assignment,42.323314,-71.097045,Roxbury
05/07/15 08:00 PM,05:44:33 AM,ALARM, ALARM,42.323395,-71.076002,Roxbury
05/12/15 12:00 AM,11:49:11 AM,IVPER, INVESTIGATE PERSON,42.323395,-71.076002,Roxbury
05/24/15 12:00 PM,11:05:30 PM,ALARM, ALARM,42.323395,-71.076002,Roxbury
03/05/15 04:00 AM,06:14:49 PM,CD7, Escort Duty ,42.323395,-71.076002,Roxbury
03/05/15 04:00 AM,07:33:01 PM,ALARM, ALARM,42.323395,-71.076002,Roxbury
03/05/15 04:00 AM,07:45:28 PM,IVPER, INVESTIGATE PERSON,42.323395,-71.076002,Roxbury
03/09/15 08:00 AM,12:17:44 AM,IVPER, INVESTIGATE PERSON,42.323395,-71.076002,Roxbury
05/16/15 04:00 AM,09:30:29 AM,PROP, PROPERTY,42.323531,-71.080251,Roxbury
05/16/15 04:00 AM,09:30:29 AM,REQP, Request BPD Response,42.323531,-71.080251,Roxbury
05/24/15 12:00 PM,05:23:30 PM,IVPER, INVESTIGATE PERSON,42.323551,-71.107052,JamaicaPlain
05/20/15 08:00 AM,06:13:31 PM,CD19, Walk and Talk ,42.323553,-71.054299,Dorchester
03/05/15 04:00 AM,06:35:45 PM,REQP, Request BPD Response,42.323563,-71.093526,Roxbury
05/24/15 12:00 PM,04:41:12 PM,AOD, ASSIST OUTSIDE DEPARTMENT ,42.323647,-71.068198,Roxbury
05/24/15 12:00 PM,04:41:12 PM,IVPER, INVESTIGATE PERSON,42.323647,-71.068198,Roxbury
03/05/15 04:00 AM,05:26:49 PM,TESTBPD, TEST CALL ,42.323647,-71.068198,Roxbury
03/09/15 08:00 AM,12:45:57 AM,INVEST, INVESTIGATION ,42.323647,-71.068198,Roxbury
05/16/15 04:00 AM,04:59:08 PM,LARCENY, LARCENY,42.323744,-71.087322,Roxbury
05/24/15 12:00 PM,07:56:00 AM,MVA, MOTOR VEHICLE ACCIDENT,42.323897,-71.11134,JamaicaPlain
03/13/15 12:00 PM,04:40:41 PM,AB, ASSAULT AND BATTERY ,42.323929,-71.056575,Dorchester
05/07/15 08:00 PM,04:49:10 PM,MISC, MISCELLANEOUS CALLS ,42.324217,-71.075005,Roxbury
03/13/15 12:00 PM,08:16:12 AM,ABAN, ABANDONED CALL(P) ,42.324263,-71.112523,JamaicaPlain
03/09/15 08:00 AM,05:57:34 PM,IVPREM, INVESTIGATE PREMISE ,42.324281,-71.100435,JamaicaPlain
03/13/15 12:00 PM,05:42:34 PM,IVPREM, INVESTIGATE PREMISE ,42.324281,-71.100435,JamaicaPlain
05/12/15 12:00 AM,09:22:19 AM,CD19, Walk and Talk ,42.324355,-71.10143,JamaicaPlain
05/16/15 04:00 AM,02:58:14 AM,FIGHT, FIGHT,42.324355,-71.10143,JamaicaPlain
05/16/15 04:00 AM,03:04:23 AM,FIGHT, FIGHT,42.324355,-71.10143,JamaicaPlain
05/16/15 04:00 AM,07:19:45 PM,ABAN, ABANDONED CALL(P) ,42.324355,-71.10143,JamaicaPlain
